Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,implied_base_sales,cost,capped_sales,capped_profit,profit_delta
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,16.319999999999997,8.3232,13.055999999999997,4.7327999999999975,8.159999999999997
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303,28.65,14.898,22.92,8.022000000000002,14.325000000000003
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,61.959999999999994,32.2192,49.568,17.348799999999997,30.979999999999997
Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Technology,Phones,35.91,3,0.4,-8.379,59.849999999999994,44.288999999999994,47.879999999999995,3.591000000000001,11.97
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Technology,Phones,82.782,3,0.4,-15.1767,137.97,97.9587,110.376,12.417300000000012,27.594000000000012
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.786,1,0.3,0.0,243.98000000000002,170.786,195.18400000000003,24.398000000000025,24.398000000000025
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,19.049999999999997,10.4775,15.239999999999998,4.762499999999999,9.524999999999999
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,44.91,6,0.7,-35.928,149.69999999999996,80.838,119.75999999999998,38.92199999999998,74.84999999999998
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,81.438,7,0.7,-65.1504,271.46,146.5884,217.168,70.5796,135.73000000000002
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,61.542,1,0.4,-13.3341,102.57000000000001,74.87610000000001,82.05600000000001,7.1799000000000035,20.514000000000003
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,89.988,2,0.4,-14.998,149.98000000000002,104.986,119.98400000000002,14.998000000000019,29.996000000000016
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,61.96,4,0.5,-53.2856,123.92,115.2456,99.13600000000001,-16.109599999999986,37.176000000000016
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492,174.42,132.5592,139.536,6.976799999999997,52.326
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,130.98,2,0.5,-89.0664,261.96,220.0464,209.56799999999998,-10.478400000000022,78.58799999999998
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-81.94,327.76,245.82,262.208,16.388000000000034,98.32800000000003
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,0.5,-204.9996,602.94,506.4696,482.3520000000001,-24.117599999999925,180.88200000000006
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.965,7,0.5,-216.9783,699.93,566.9432999999999,559.944,-6.999299999999948,209.97900000000004
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,352.45,5,0.5,-211.47,704.9,563.92,563.92,0.0,211.47
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,3083.43,7,0.5,-1665.0522,6166.86,4748.4822,4933.488,185.0057999999999,1850.058
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,63.686,1,0.3,-9.098,90.98,72.784,72.784,0.0,9.098
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.246,2,0.3,-19.3382,101.78,90.5842,81.424,-9.160199999999989,10.178000000000011
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,71.372,2,0.3,-1.0196,101.96000000000001,72.3916,81.56800000000001,9.176400000000015,10.196000000000016
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,113.372,2,0.3,-29.1528,161.96,142.5248,129.568,-12.956799999999987,16.196000000000012
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,127.372,2,0.3,-30.9332,181.96,158.3052,145.568,-12.737200000000001,18.195999999999998
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.058,3,0.3,-23.7822,182.94,151.84019999999998,146.352,-5.488199999999978,18.294000000000022
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,141.372,2,0.3,-48.4704,201.96000000000004,189.8424,161.56800000000004,-28.274399999999957,20.19600000000004
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,172.186,2,0.3,-46.7362,245.98000000000002,218.9222,196.78400000000002,-22.138199999999983,24.598000000000013
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,188.552,7,0.3,-2.6936,269.36,191.2456,215.48800000000003,24.242400000000032,26.936000000000032
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,198.744,4,0.3,-14.196,283.92,212.94,227.13600000000002,14.196000000000026,28.392000000000024
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.5048,307.92,274.0488,246.336,-27.712800000000016,30.791999999999987
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10,0.3,-10.284,342.8,250.244,274.24,23.99600000000001,34.28000000000001
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,341.488,8,0.3,-73.176,487.84000000000003,414.664,390.27200000000005,-24.39199999999994,48.78400000000006
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,344.372,4,0.3,-93.4724,491.96000000000004,437.8444,393.56800000000004,-44.27639999999997,49.196000000000026
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.802,7,0.3,-24.843,496.86000000000007,372.64500000000004,397.48800000000006,24.843000000000018,49.68600000000002
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,380.058,3,0.3,-21.7176,542.94,401.7756,434.3520000000001,32.57640000000009,54.294000000000096
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2,0.3,-5.524,552.4000000000001,392.204,441.9200000000001,49.716000000000065,55.240000000000066
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,398.972,2,0.3,-28.498,569.96,427.46999999999997,455.9680000000001,28.498000000000104,56.99600000000011
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,422.625,7,0.3,0.0,603.75,422.625,483.0,60.375,60.375
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.802,7,0.3,-108.2662,636.86,554.0682,509.48800000000006,-44.58019999999999,63.68600000000001
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124.431,654.9000000000001,582.861,523.9200000000001,-58.94099999999992,65.49000000000008
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,470.155,7,0.3,-13.433,671.65,483.58799999999997,537.32,53.732000000000085,67.16500000000008
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,492.835,5,0.3,-14.081,704.0500000000001,506.916,563.2400000000001,56.324000000000126,70.40500000000013
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,657.93,5,0.3,-93.99,939.9,751.92,751.9200000000001,1.1368683772161603e-13,93.99000000000011
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.744,4,0.3,-258.5016,1123.92,1045.2456,899.1360000000001,-146.1095999999999,112.39200000000011
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,844.116,6,0.3,-36.1764,1205.88,880.2924,964.7040000000002,84.41160000000013,120.58800000000014
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,0.3,-63.3765,1267.53,950.6474999999999,1014.024,63.37650000000008,126.75300000000007
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.271,3,0.3,-63.3765,1267.53,950.6474999999999,1014.024,63.37650000000008,126.75300000000007
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,1079.316,6,0.3,-15.4188,1541.88,1094.7348,1233.5040000000001,138.76920000000018,154.1880000000002
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,1228.465,5,0.3,0.0,1754.95,1228.465,1403.96,175.49500000000012,175.49500000000012
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,4416.174,9,0.3,-630.882,6308.820000000001,5047.056,5047.0560000000005,9.094947017729282e-13,630.8820000000009
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,67.176,1,0.4,-20.1528,111.96000000000001,87.3288,89.56800000000001,2.239200000000011,22.39200000000001
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,138.588,1,0.4,-34.647,230.98,173.23499999999999,184.784,11.549000000000007,46.196000000000005
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,154.764,3,0.4,-46.4292,257.94000000000005,201.19320000000002,206.35200000000006,5.158800000000042,51.588000000000044
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,154.764,3,0.4,-36.1116,257.94000000000005,190.87560000000002,206.35200000000006,15.47640000000004,51.588000000000044
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448,403.2,298.368,322.56,24.192000000000007,80.64000000000001
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,-83.8752,524.22,398.4072,419.37600000000003,20.968800000000044,104.84400000000005
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,337.176,2,0.4,-118.0116,561.96,455.1876,449.56800000000004,-5.619599999999934,112.39200000000007
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,350.352,4,0.4,-140.1408,583.92,490.4928,467.13599999999997,-23.35680000000002,116.78399999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041,622.45,485.511,497.96000000000004,12.449000000000012,124.49000000000001
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,409.272,2,0.4,-81.8544,682.12,491.1264,545.696,54.56960000000004,136.42400000000004
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,523.764,3,0.4,-192.0468,872.94,715.8108,698.3520000000001,-17.458799999999883,174.5880000000001
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705,1358.8200000000002,1154.997,1087.0560000000003,-67.9409999999998,271.7640000000002
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,853.092,6,0.4,-227.4912,1421.82,1080.5832,1137.456,56.87279999999987,284.36399999999986
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032,2087.84,1732.9071999999999,1670.2720000000002,-62.63519999999971,417.56800000000027
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,2065.32,12,0.4,-619.596,3442.2000000000003,2684.916,2753.76,68.84400000000005,688.44
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,0.852,1,0.7,-0.5964,2.8399999999999994,1.4484,2.272,0.8235999999999999,1.42
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.188,2,0.7,-0.99,3.959999999999999,2.178,3.1679999999999993,0.9899999999999993,1.9799999999999993
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.7,-1.5264,6.3599999999999985,3.4344,5.087999999999999,1.653599999999999,3.179999999999999
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,1.941,1,0.7,-1.294,6.469999999999999,3.2350000000000003,5.175999999999999,1.940999999999999,3.234999999999999
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256,6.479999999999999,3.3696,5.183999999999999,1.8143999999999991,3.2399999999999993
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.043,1,0.7,-1.4982,6.81,3.5412,5.448,1.9068000000000005,3.4050000000000002
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414,7.339999999999999,3.7434000000000003,5.872,2.1285999999999996,3.67
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.412,1,0.7,-2.01,8.04,4.422,6.4319999999999995,2.01,4.02
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-2.0016,8.339999999999998,4.5036,6.671999999999999,2.168399999999999,4.169999999999999
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-1.7514,8.339999999999998,4.2534,6.671999999999999,2.4185999999999988,4.169999999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.556,3,0.7,-1.7892,8.52,4.3452,6.816,2.4707999999999997,4.26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.655,1,0.7,-1.8585,8.849999999999998,4.5135,7.079999999999998,2.5664999999999987,4.424999999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.724,2,0.7,-1.9068,9.08,4.630800000000001,7.264,2.6331999999999995,4.539999999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,9.819999999999999,5.2046,7.855999999999999,2.651399999999999,4.909999999999998
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,2.946,2,0.7,-2.0622,9.819999999999999,5.0082,7.855999999999999,2.8477999999999986,4.909999999999998
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.036,2,0.7,-2.3276,10.12,5.3636,8.096,2.7324,5.0600000000000005
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.168,3,0.7,-2.4288,10.559999999999999,5.5968,8.447999999999999,2.8511999999999986,5.2799999999999985
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.273,1,0.7,-2.5093,10.909999999999998,5.7823,8.728,2.9456999999999995,5.455
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.282,2,0.7,-2.6256,10.939999999999998,5.9076,8.751999999999999,2.8443999999999985,5.469999999999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.444,2,0.7,-2.7552,11.479999999999999,6.199199999999999,9.184,2.9848,5.74
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,11.62,6.274800000000001,9.296,3.0211999999999986,5.809999999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,11.919999999999998,6.4368,9.536,3.0991999999999997,5.959999999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.762,3,0.7,-2.7588,12.539999999999997,6.5207999999999995,10.031999999999998,3.5111999999999988,6.269999999999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.882,2,0.7,-2.588,12.939999999999998,6.470000000000001,10.351999999999999,3.881999999999998,6.469999999999998
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.503,1,0.7,-3.6024,15.009999999999998,8.1054,12.008,3.9025999999999996,7.504999999999999
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.626,2,0.7,-3.855,15.419999999999998,8.481,12.335999999999999,3.8549999999999986,7.709999999999999
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.7,-3.3894,16.139999999999997,8.2314,12.911999999999999,4.680599999999998,8.069999999999999
